route_id,depot_id,route_code,source,destination,route_name,estimated_duration_minutes,status,data_source
R0179,D060,PALAKKAD-DEMO-R02,PALAKKAD,DEMO JUNCTION B,PALAKKAD - DEMO JUNCTION B,150,ACTIVE,MOCK
R0180,D060,PALAKKAD-DEMO-R03,PALAKKAD,DEMO TERMINAL C,PALAKKAD - DEMO TERMINAL C,180,ACTIVE,MOCK
R0181,D061,PALODE-DEMO-R01,PALODE,DEMO JUNCTION A,PALODE - DEMO JUNCTION A,120,ACTIVE,MOCK
R0182,D061,PALODE-DEMO-R02,PALODE,DEMO JUNCTION B,PALODE - DEMO JUNCTION B,150,ACTIVE,MOCK
R0183,D061,PALODE-DEMO-R03,PALODE,DEMO TERMINAL C,PALODE - DEMO TERMINAL C,180,ACTIVE,MOCK
R0184,D062,PAMBA-DEMO-R01,PAMBA,DEMO JUNCTION A,PAMBA - DEMO JUNCTION A,120,ACTIVE,MOCK
R0185,D062,PAMBA-DEMO-R02,PAMBA,DEMO JUNCTION B,PAMBA - DEMO JUNCTION B,150,ACTIVE,MOCK
R0186,D062,PAMBA-DEMO-R03,PAMBA,DEMO TERMINAL C,PAMBA - DEMO TERMINAL C,180,ACTIVE,MOCK
R0187,D063,PANDALAM-DEMO-R01,PANDALAM,DEMO JUNCTION A,PANDALAM - DEMO JUNCTION A,120,ACTIVE,MOCK
R0188,D063,PANDALAM-DEMO-R02,PANDALAM,DEMO JUNCTION B,PANDALAM - DEMO JUNCTION B,150,ACTIVE,MOCK
R0189,D063,PANDALAM-DEMO-R03,PANDALAM,DEMO TERMINAL C,PANDALAM - DEMO TERMINAL C,180,ACTIVE,MOCK
R0190,D064,PAPPANAM-DEMO-R01,PAPPANAMCODE,DEMO JUNCTION A,PAPPANAMCODE - DEMO JUNCTION A,120,ACTIVE,MOCK
R0191,D064,PAPPANAM-DEMO-R02,PAPPANAMCODE,DEMO JUNCTION B,PAPPANAMCODE - DEMO JUNCTION B,150,ACTIVE,MOCK
R0192,D064,PAPPANAM-DEMO-R03,PAPPANAMCODE,DEMO TERMINAL C,PAPPANAMCODE - DEMO TERMINAL C,180,ACTIVE,MOCK
R0193,D065,PARASSAL-DEMO-R01,PARASSALA,DEMO JUNCTION A,PARASSALA - DEMO JUNCTION A,120,ACTIVE,MOCK
R0194,D065,PARASSAL-DEMO-R02,PARASSALA,DEMO JUNCTION B,PARASSALA - DEMO JUNCTION B,150,ACTIVE,MOCK
R0195,D065,PARASSAL-DEMO-R03,PARASSALA,DEMO TERMINAL C,PARASSALA - DEMO TERMINAL C,180,ACTIVE,MOCK
R0196,D066,PATHANAM-DEMO-R01,PATHANAMTHITTA,DEMO JUNCTION A,PATHANAMTHITTA - DEMO JUNCTION A,120,ACTIVE,MOCK
R0197,D066,PATHANAM-DEMO-R02,PATHANAMTHITTA,DEMO JUNCTION B,PATHANAMTHITTA - DEMO JUNCTION B,150,ACTIVE,MOCK
R0198,D066,PATHANAM-DEMO-R03,PATHANAMTHITTA,DEMO TERMINAL C,PATHANAMTHITTA - DEMO TERMINAL C,180,ACTIVE,MOCK
R0199,D067,PATHANAP-DEMO-R01,PATHANAPURAM,DEMO JUNCTION A,PATHANAPURAM - DEMO JUNCTION A,120,ACTIVE,MOCK
R0200,D067,PATHANAP-DEMO-R02,PATHANAPURAM,DEMO JUNCTION B,PATHANAPURAM - DEMO JUNCTION B,150,ACTIVE,MOCK
R0201,D067,PATHANAP-DEMO-R03,PATHANAPURAM,DEMO TERMINAL C,PATHANAPURAM - DEMO TERMINAL C,180,ACTIVE,MOCK
R0202,D068,PAYYANUR-DEMO-R01,PAYYANUR,DEMO JUNCTION A,PAYYANUR - DEMO JUNCTION A,120,ACTIVE,MOCK
R0203,D068,PAYYANUR-DEMO-R02,PAYYANUR,DEMO JUNCTION B,PAYYANUR - DEMO JUNCTION B,150,ACTIVE,MOCK
R0204,D068,PAYYANUR-DEMO-R03,PAYYANUR,DEMO TERMINAL C,PAYYANUR - DEMO TERMINAL C,180,ACTIVE,MOCK
R0205,D069,PERINTHA-DEMO-R01,PERINTHAMANNA,DEMO JUNCTION A,PERINTHAMANNA - DEMO JUNCTION A,120,ACTIVE,MOCK
R0206,D069,PERINTHA-DEMO-R02,PERINTHAMANNA,DEMO JUNCTION B,PERINTHAMANNA - DEMO JUNCTION B,150,ACTIVE,MOCK
R0207,D069,PERINTHA-DEMO-R03,PERINTHAMANNA,DEMO TERMINAL C,PERINTHAMANNA - DEMO TERMINAL C,180,ACTIVE,MOCK
R0208,D070,PEROORKA-DEMO-R01,PEROORKADA,DEMO JUNCTION A,PEROORKADA - DEMO JUNCTION A,120,ACTIVE,MOCK
R0209,D070,PEROORKA-DEMO-R02,PEROORKADA,DEMO JUNCTION B,PEROORKADA - DEMO JUNCTION B,150,ACTIVE,MOCK
R0210,D070,PEROORKA-DEMO-R03,PEROORKADA,DEMO TERMINAL C,PEROORKADA - DEMO TERMINAL C,180,ACTIVE,MOCK
R0211,D071,PERUMBAV-DEMO-R01,PERUMBAVOOR,DEMO JUNCTION A,PERUMBAVOOR - DEMO JUNCTION A,120,ACTIVE,MOCK
R0212,D071,PERUMBAV-DEMO-R02,PERUMBAVOOR,DEMO JUNCTION B,PERUMBAVOOR - DEMO JUNCTION B,150,ACTIVE,MOCK
R0213,D071,PERUMBAV-DEMO-R03,PERUMBAVOOR,DEMO TERMINAL C,PERUMBAVOOR - DEMO TERMINAL C,180,ACTIVE,MOCK
R0214,D072,PIRAVOM-DEMO-R01,PIRAVOM,DEMO JUNCTION A,PIRAVOM - DEMO JUNCTION A,120,ACTIVE,MOCK
R0215,D072,PIRAVOM-DEMO-R02,PIRAVOM,DEMO JUNCTION B,PIRAVOM - DEMO JUNCTION B,150,ACTIVE,MOCK
R0216,D072,PIRAVOM-DEMO-R03,PIRAVOM,DEMO TERMINAL C,PIRAVOM - DEMO TERMINAL C,180,ACTIVE,MOCK
R0217,D073,PONKUNNA-DEMO-R01,PONKUNNAM,DEMO JUNCTION A,PONKUNNAM - DEMO JUNCTION A,120,ACTIVE,MOCK
R0218,D073,PONKUNNA-DEMO-R02,PONKUNNAM,DEMO JUNCTION B,PONKUNNAM - DEMO JUNCTION B,150,ACTIVE,MOCK
R0219,D073,PONKUNNA-DEMO-R03,PONKUNNAM,DEMO TERMINAL C,PONKUNNAM - DEMO TERMINAL C,180,ACTIVE,MOCK
R0220,D074,PONNANI-DEMO-R01,PONNANI,DEMO JUNCTION A,PONNANI - DEMO JUNCTION A,120,ACTIVE,MOCK
R0221,D074,PONNANI-DEMO-R02,PONNANI,DEMO JUNCTION B,PONNANI - DEMO JUNCTION B,150,ACTIVE,MOCK
R0222,D074,PONNANI-DEMO-R03,PONNANI,DEMO TERMINAL C,PONNANI - DEMO TERMINAL C,180,ACTIVE,MOCK
R0223,D075,POOVAR-DEMO-R01,POOVAR,DEMO JUNCTION A,POOVAR - DEMO JUNCTION A,120,ACTIVE,MOCK
R0224,D075,POOVAR-DEMO-R02,POOVAR,DEMO JUNCTION B,POOVAR - DEMO JUNCTION B,150,ACTIVE,MOCK
R0225,D075,POOVAR-DEMO-R03,POOVAR,DEMO TERMINAL C,POOVAR - DEMO TERMINAL C,180,ACTIVE,MOCK
R0226,D076,PUNALUR-DEMO-R01,PUNALUR,DEMO JUNCTION A,PUNALUR - DEMO JUNCTION A,120,ACTIVE,MOCK
R0227,D076,PUNALUR-DEMO-R02,PUNALUR,DEMO JUNCTION B,PUNALUR - DEMO JUNCTION B,150,ACTIVE,MOCK
R0228,D076,PUNALUR-DEMO-R03,PUNALUR,DEMO TERMINAL C,PUNALUR - DEMO TERMINAL C,180,ACTIVE,MOCK
R0229,D077,PUTHUKKA-DEMO-R01,PUTHUKKADU,DEMO JUNCTION A,PUTHUKKADU - DEMO JUNCTION A,120,ACTIVE,MOCK
R0230,D077,PUTHUKKA-DEMO-R02,PUTHUKKADU,DEMO JUNCTION B,PUTHUKKADU - DEMO JUNCTION B,150,ACTIVE,MOCK
R0231,D077,PUTHUKKA-DEMO-R03,PUTHUKKADU,DEMO TERMINAL C,PUTHUKKADU - DEMO TERMINAL C,180,ACTIVE,MOCK
R0232,D078,RANNI-DEMO-R01,RANNI,DEMO JUNCTION A,RANNI - DEMO JUNCTION A,120,ACTIVE,MOCK
R0233,D078,RANNI-DEMO-R02,RANNI,DEMO JUNCTION B,RANNI - DEMO JUNCTION B,150,ACTIVE,MOCK
R0234,D078,RANNI-DEMO-R03,RANNI,DEMO TERMINAL C,RANNI - DEMO TERMINAL C,180,ACTIVE,MOCK
R0235,D079,SULTHANB-DEMO-R01,SULTHANBATHERY,DEMO JUNCTION A,SULTHANBATHERY - DEMO JUNCTION A,120,ACTIVE,MOCK
R0236,D079,SULTHANB-DEMO-R02,SULTHANBATHERY,DEMO JUNCTION B,SULTHANBATHERY - DEMO JUNCTION B,150,ACTIVE,MOCK
R0237,D079,SULTHANB-DEMO-R03,SULTHANBATHERY,DEMO TERMINAL C,SULTHANBATHERY - DEMO TERMINAL C,180,ACTIVE,MOCK
R0238,D080,THALASSE-DEMO-R01,THALASSERY,DEMO JUNCTION A,THALASSERY - DEMO JUNCTION A,120,ACTIVE,MOCK
R0239,D080,THALASSE-DEMO-R02,THALASSERY,DEMO JUNCTION B,THALASSERY - DEMO JUNCTION B,150,ACTIVE,MOCK
R0240,D080,THALASSE-DEMO-R03,THALASSERY,DEMO TERMINAL C,THALASSERY - DEMO TERMINAL C,180,ACTIVE,MOCK
R0241,D081,THAMARAS-DEMO-R01,THAMARASSERY,DEMO JUNCTION A,THAMARASSERY - DEMO JUNCTION A,120,ACTIVE,MOCK
R0242,D081,THAMARAS-DEMO-R02,THAMARASSERY,DEMO JUNCTION B,THAMARASSERY - DEMO JUNCTION B,150,ACTIVE,MOCK
R0243,D081,THAMARAS-DEMO-R03,THAMARASSERY,DEMO TERMINAL C,THAMARASSERY - DEMO TERMINAL C,180,ACTIVE,MOCK
R0244,D082,THIRUVAL-DEMO-R01,THIRUVALLA,DEMO JUNCTION A,THIRUVALLA - DEMO JUNCTION A,120,ACTIVE,MOCK
R0245,D082,THIRUVAL-DEMO-R02,THIRUVALLA,DEMO JUNCTION B,THIRUVALLA - DEMO JUNCTION B,150,ACTIVE,MOCK
R0246,D082,THIRUVAL-DEMO-R03,THIRUVALLA,DEMO TERMINAL C,THIRUVALLA - DEMO TERMINAL C,180,ACTIVE,MOCK
R0247,D083,THIRUVAM-DEMO-R01,THIRUVAMBADY,DEMO JUNCTION A,THIRUVAMBADY - DEMO JUNCTION A,120,ACTIVE,MOCK
R0248,D083,THIRUVAM-DEMO-R02,THIRUVAMBADY,DEMO JUNCTION B,THIRUVAMBADY - DEMO JUNCTION B,150,ACTIVE,MOCK
R0249,D083,THIRUVAM-DEMO-R03,THIRUVAMBADY,DEMO TERMINAL C,THIRUVAMBADY - DEMO TERMINAL C,180,ACTIVE,MOCK
R0250,D084,THODUPUZ-DEMO-R01,THODUPUZHA,DEMO JUNCTION A,THODUPUZHA - DEMO JUNCTION A,120,ACTIVE,MOCK
R0251,D084,THODUPUZ-DEMO-R02,THODUPUZHA,DEMO JUNCTION B,THODUPUZHA - DEMO JUNCTION B,150,ACTIVE,MOCK
R0252,D084,THODUPUZ-DEMO-R03,THODUPUZHA,DEMO TERMINAL C,THODUPUZHA - DEMO TERMINAL C,180,ACTIVE,MOCK
R0253,D085,THOTTILP-DEMO-R01,THOTTILPALAM,DEMO JUNCTION A,THOTTILPALAM - DEMO JUNCTION A,120,ACTIVE,MOCK
R0254,D085,THOTTILP-DEMO-R02,THOTTILPALAM,DEMO JUNCTION B,THOTTILPALAM - DEMO JUNCTION B,150,ACTIVE,MOCK
R0255,D085,THOTTILP-DEMO-R03,THOTTILPALAM,DEMO TERMINAL C,THOTTILPALAM - DEMO TERMINAL C,180,ACTIVE,MOCK
R0256,D086,THRISSUR-DEMO-R01,THRISSUR,DEMO JUNCTION A,THRISSUR - DEMO JUNCTION A,120,ACTIVE,MOCK
R0257,D086,THRISSUR-DEMO-R02,THRISSUR,DEMO JUNCTION B,THRISSUR - DEMO JUNCTION B,150,ACTIVE,MOCK
R0258,D086,THRISSUR-DEMO-R03,THRISSUR,DEMO TERMINAL C,THRISSUR - DEMO TERMINAL C,180,ACTIVE,MOCK
R0259,D087,TVMCENTR-DEMO-R01,TVM CENTRAL,DEMO JUNCTION A,TVM CENTRAL - DEMO JUNCTION A,120,ACTIVE,MOCK
R0260,D087,TVMCENTR-DEMO-R02,TVM CENTRAL,DEMO JUNCTION B,TVM CENTRAL - DEMO JUNCTION B,150,ACTIVE,MOCK
R0261,D087,TVMCENTR-DEMO-R03,TVM CENTRAL,DEMO TERMINAL C,TVM CENTRAL - DEMO TERMINAL C,180,ACTIVE,MOCK
R0262,D088,TVMCITY-DEMO-R01,TVM CITY,DEMO JUNCTION A,TVM CITY - DEMO JUNCTION A,120,ACTIVE,MOCK
R0263,D088,TVMCITY-DEMO-R02,TVM CITY,DEMO JUNCTION B,TVM CITY - DEMO JUNCTION B,150,ACTIVE,MOCK
R0264,D088,TVMCITY-DEMO-R03,TVM CITY,DEMO TERMINAL C,TVM CITY - DEMO TERMINAL C,180,ACTIVE,MOCK
R0265,D089,VADAKARA-DEMO-R01,VADAKARA,DEMO JUNCTION A,VADAKARA - DEMO JUNCTION A,120,ACTIVE,MOCK
R0266,D089,VADAKARA-DEMO-R02,VADAKARA,DEMO JUNCTION B,VADAKARA - DEMO JUNCTION B,150,ACTIVE,MOCK
R0267,D089,VADAKARA-DEMO-R03,VADAKARA,DEMO TERMINAL C,VADAKARA - DEMO TERMINAL C,180,ACTIVE,MOCK
R0268,D090,VADAKKAN-DEMO-R01,VADAKKANCHERY,DEMO JUNCTION A,VADAKKANCHERY - DEMO JUNCTION A,120,ACTIVE,MOCK
R0269,D090,VADAKKAN-DEMO-R02,VADAKKANCHERY,DEMO JUNCTION B,VADAKKANCHERY - DEMO JUNCTION B,150,ACTIVE,MOCK
R0270,D090,VADAKKAN-DEMO-R03,VADAKKANCHERY,DEMO TERMINAL C,VADAKKANCHERY - DEMO TERMINAL C,180,ACTIVE,MOCK
R0271,D091,VAIKOM-DEMO-R01,VAIKOM,DEMO JUNCTION A,VAIKOM - DEMO JUNCTION A,120,ACTIVE,MOCK
R0272,D091,VAIKOM-DEMO-R02,VAIKOM,DEMO JUNCTION B,VAIKOM - DEMO JUNCTION B,150,ACTIVE,MOCK
R0273,D091,VAIKOM-DEMO-R03,VAIKOM,DEMO TERMINAL C,VAIKOM - DEMO TERMINAL C,180,ACTIVE,MOCK
R0274,D092,VELLANAD-DEMO-R01,VELLANAD,DEMO JUNCTION A,VELLANAD - DEMO JUNCTION A,120,ACTIVE,MOCK
R0275,D092,VELLANAD-DEMO-R02,VELLANAD,DEMO JUNCTION B,VELLANAD - DEMO JUNCTION B,150,ACTIVE,MOCK
R0276,D092,VELLANAD-DEMO-R03,VELLANAD,DEMO TERMINAL C,VELLANAD - DEMO TERMINAL C,180,ACTIVE,MOCK
R0277,D093,VELLARAD-DEMO-R01,VELLARADA,DEMO JUNCTION A,VELLARADA - DEMO JUNCTION A,120,ACTIVE,MOCK
R0278,D093,VELLARAD-DEMO-R02,VELLARADA,DEMO JUNCTION B,VELLARADA - DEMO JUNCTION B,150,ACTIVE,MOCK
R0279,D093,VELLARAD-DEMO-R03,VELLARADA,DEMO TERMINAL C,VELLARADA - DEMO TERMINAL C,180,ACTIVE,MOCK
R0280,D094,VENJARAM-DEMO-R01,VENJARAMOODU,DEMO JUNCTION A,VENJARAMOODU - DEMO JUNCTION A,120,ACTIVE,MOCK
R0281,D094,VENJARAM-DEMO-R02,VENJARAMOODU,DEMO JUNCTION B,VENJARAMOODU - DEMO JUNCTION B,150,ACTIVE,MOCK
R0282,D094,VENJARAM-DEMO-R03,VENJARAMOODU,DEMO TERMINAL C,VENJARAMOODU - DEMO TERMINAL C,180,ACTIVE,MOCK
R0283,D095,VIKASBHA-DEMO-R01,VIKASBHAVAN,DEMO JUNCTION A,VIKASBHAVAN - DEMO JUNCTION A,120,ACTIVE,MOCK
R0284,D095,VIKASBHA-DEMO-R02,VIKASBHAVAN,DEMO JUNCTION B,VIKASBHAVAN - DEMO JUNCTION B,150,ACTIVE,MOCK
R0285,D095,VIKASBHA-DEMO-R03,VIKASBHAVAN,DEMO TERMINAL C,VIKASBHAVAN - DEMO TERMINAL C,180,ACTIVE,MOCK
R0286,D096,VITHURA-DEMO-R01,VITHURA,DEMO JUNCTION A,VITHURA - DEMO JUNCTION A,120,ACTIVE,MOCK
R0287,D096,VITHURA-DEMO-R02,VITHURA,DEMO JUNCTION B,VITHURA - DEMO JUNCTION B,150,ACTIVE,MOCK
R0288,D096,VITHURA-DEMO-R03,VITHURA,DEMO TERMINAL C,VITHURA - DEMO TERMINAL C,180,ACTIVE,MOCK
R0289,D097,VIZHINJA-DEMO-R01,VIZHINJAM,DEMO JUNCTION A,VIZHINJAM - DEMO JUNCTION A,120,ACTIVE,MOCK
R0290,D097,VIZHINJA-DEMO-R02,VIZHINJAM,DEMO JUNCTION B,VIZHINJAM - DEMO JUNCTION B,150,ACTIVE,MOCK
R0291,D097,VIZHINJA-DEMO-R03,VIZHINJAM,DEMO TERMINAL C,VIZHINJAM - DEMO TERMINAL C,180,ACTIVE,MOCK
